"Latitude (decimal degrees):	51.790",,,,,,,,Date,G_i
20160117:1956,0,0,2.06,6.16,0,,,20160118:0356,0
20160117:2056,0,0,2.16,6.42,0,,,20160118:0456,0
20160117:2156,0,0,2.26,6.68,0,,,20160118:0556,0
20160117:2256,0,0,2.43,6.8,0,,,20160118:0656,0
20160117:2356,0,0,2.6,6.92,0,,,20160118:0756,0
20160118:0056,0,0,2.77,7.05,0,,,20160118:0856,93.2
20160118:0156,0,0,2.74,6.91,0,,,20160118:0956,185.32
20160118:0256,0,0,2.7,6.76,0,,,20160118:1056,84.54
20160118:0356,0,0,2.66,6.62,0,,,20160118:1156,48.95
20160118:0456,0,0,2.5,6.59,0,,,20160118:1256,83.28
20160118:0556,0,0,2.34,6.56,0,,,20160118:1356,71.83
20160118:0656,0,0,2.18,6.52,0,,,20160118:1456,88.64
20160118:0756,0,0,1.92,6.47,0,,,20160118:1556,15.23
20160118:0856,93.2,5.57,1.65,6.41,0,,,20160118:1656,0
20160118:0956,185.32,11.48,1.39,6.36,0,,,20160118:1756,0
20160118:1056,84.54,15.59,1.65,6.23,0,,,20160118:1856,0
20160118:1156,48.95,17.53,1.9,6.1,0,,,20160118:1956,0
20160118:1256,83.28,17.12,2.16,5.97,0,,,20160118:2056,0
20160118:1356,71.83,14.4,2.28,5.33,0,,,20160118:2156,0
20160118:1456,88.64,9.63,2.4,4.69,0,,,20160118:2256,0
20160118:1556,15.23,3.19,2.52,4.06,0,,,20160118:2356,0
20160118:1656,0,0,1.94,3.54,0,,,20160119:0056,0
20160118:1756,0,0,1.37,3.03,0,,,20160119:0156,0
20160118:1856,0,0,0.79,2.51,0,,,20160119:0256,0
20160118:1956,0,0,0.05,2.32,0,,,20160119:0356,0
20160118:2056,0,0,-0.69,2.13,0,,,20160119:0456,0
20160118:2156,0,0,-1.42,1.94,0,,,20160119:0556,0
20160118:2256,0,0,-2.26,2.14,0,,,20160119:0656,0
20160118:2356,0,0,-3.09,2.33,0,,,20160119:0756,0
20160119:0056,0,0,-3.92,2.52,0,,,20160119:0856,145.68
20160119:0156,0,0,-3.45,1.94,0,,,20160119:0956,335.31
20160119:0256,0,0,-2.98,1.35,0,,,20160119:1056,457.99
20160119:0356,0,0,-2.51,0.76,0,,,20160119:1156,512.43
20160119:0456,0,0,-2.77,0.78,0,,,20160119:1256,494.89
20160119:0556,0,0,-3.04,0.8,0,,,20160119:1356,407.13
20160119:0656,0,0,-3.3,0.83,0,,,20160119:1456,260.16
20160119:0756,0,0,-3.45,0.65,0,,,20160119:1556,65.33
20160119:0856,145.68,5.72,-3.59,0.47,0,,,20160119:1656,0
20160119:0956,335.31,11.65,-3.74,0.29,0,,,20160119:1756,0
20160119:1056,457.99,15.77,-2.17,0.35,0,,,20160119:1856,0
20160119:1156,512.43,17.73,-0.59,0.42,0,,,20160119:1956,0
20160119:1256,494.89,17.33,0.98,0.48,0,,,20160119:2056,0
20160119:1356,407.13,14.62,1.2,0.47,0,,,20160119:2156,0
20160119:1456,260.16,9.85,1.43,0.46,0,,,20160119:2256,0
20160119:1556,65.33,3.41,1.65,0.46,0,,,20160119:2356,0
20160119:1656,0,0,0.82,0.51,0,,,20160120:0056,0
20160119:1756,0,0,-0.02,0.56,0,,,20160120:0156,0
20160119:1856,0,0,-0.85,0.61,0,,,20160120:0256,0
20160119:1956,0,0,-1.58,0.45,0,,,20160120:0356,0
20160119:2056,0,0,-2.31,0.29,0,,,20160120:0456,0
20160119:2156,0,0,-3.03,0.14,0,,,20160120:0556,0
20160119:2256,0,0,-3.24,0.29,0,,,20160120:0656,0
20160119:2356,0,0,-3.45,0.45,0,,,20160120:0756,0
20160120:0056,0,0,-3.66,0.61,0,,,20160120:0856,157.15
20160120:0156,0,0,-3.81,0.67,0,,,20160120:0956,340.7
20160120:0256,0,0,-3.96,0.73,0,,,20160120:1056,458.89
20160120:0356,0,0,-4.11,0.79,0,,,20160120:1156,513.46
20160120:0456,0,0,-4.34,0.72,0,,,20160120:1256,496.45
20160120:0556,0,0,-4.58,0.66,0,,,20160120:1356,412.9
20160120:0656,0,0,-4.81,0.59,0,,,20160120:1456,266.05
20160120:0756,0,0,-4.67,0.75,0,,,20160120:1556,70.84
20160120:0856,157.15,5.87,-4.52,0.91,0,,,20160120:1656,0
20160120:0956,340.7,11.82,-4.38,1.08,0,,,20160120:1756,0
20160120:1056,458.89,15.96,-2.37,1.19,0,,,20160120:1856,0
20160120:1156,513.46,17.94,-0.37,1.3,0,,,20160120:1956,0
20160120:1256,496.45,17.55,1.64,1.41,0,,,20160120:2056,0
20160120:1356,412.9,14.85,1.89,1.45,0,,,20160120:2156,0
20160120:1456,266.05,10.07,2.14,1.49,0,,,20160120:2256,0
20160120:1556,70.84,3.63,2.38,1.53,0,,,20160120:2356,0
20160120:1656,0,0,0.68,1.92,0,,,20160121:0056,0
20160120:1756,0,0,-1.02,2.3,0,,,20160121:0156,0
20160120:1856,0,0,-2.72,2.69,0,,,20160121:0256,0
20160120:1956,0,0,-2.77,2.6,0,,,20160121:0356,0
20160120:2056,0,0,-2.82,2.51,0,,,20160121:0456,0
20160120:2156,0,0,-2.86,2.43,0,,,20160121:0556,0
20160120:2256,0,0,-2.52,2.65,0,,,20160121:0656,0
20160120:2356,0,0,-2.17,2.87,0,,,20160121:0756,0
20160121:0056,0,0,-1.82,3.09,0,,,20160121:0856,146.39
20160121:0156,0,0,-1.53,3.18,0,,,20160121:0956,28.41
20160121:0256,0,0,-1.24,3.26,0,,,20160121:1056,176.83
20160121:0356,0,0,-0.96,3.35,0,,,20160121:1156,124.05
20160121:0456,0,0,-0.65,3.51,0,,,20160121:1256,414.46
20160121:0556,0,0,-0.35,3.67,0,,,20160121:1356,139.16
20160121:0656,0,0,-0.04,3.83,0,,,20160121:1456,54.01
20160121:0756,0,0,0.27,4.15,0,,,20160121:1556,64.77
20160121:0856,146.39,6.03,0.58,4.46,0,,,20160121:1656,0
20160121:0956,28.41,12,0.89,4.77,0,,,20160121:1756,0
20160121:1056,176.83,16.16,2.05,5.35,0,,,20160121:1856,0
20160121:1156,124.05,18.16,3.2,5.92,0,,,20160121:1956,0
20160121:1256,414.46,17.78,4.36,6.5,0,,,20160121:2056,0
20160121:1356,139.16,15.08,4.72,6.46,0,,,20160121:2156,0
20160121:1456,54.01,10.3,5.08,6.41,0,,,20160121:2256,0
20160121:1556,64.77,3.85,5.44,6.37,0,,,20160121:2356,0
20160121:1656,0,0,4.84,6.31,0,,,20160122:0056,0
20160121:1756,0,0,4.24,6.25,0,,,20160122:0156,0
20160121:1856,0,0,3.64,6.19,0,,,20160122:0256,0
20160121:1956,0,0,3.59,6.52,0,,,20160122:0356,0
20160121:2056,0,0,3.55,6.86,0,,,20160122:0456,0
20160121:2156,0,0,3.51,7.19,0,,,20160122:0556,0
20160121:2256,0,0,3.8,7.49,0,,,20160122:0656,0
20160121:2356,0,0,4.08,7.79,0,,,20160122:0756,0
20160122:0056,0,0,4.37,8.1,0,,,20160122:0856,21.07
20160122:0156,0,0,4.61,8.08,0,,,20160122:0956,6.22
20160122:0256,0,0,4.85,8.06,0,,,20160122:1056,28.89
20160122:0356,0,0,5.09,8.04,0,,,20160122:1156,15.39
20160122:0456,0,0,5.01,8.18,0,,,20160122:1256,49.63
20160122:0556,0,0,4.92,8.33,0,,,20160122:1356,107.25
20160122:0656,0,0,4.83,8.47,0,,,20160122:1456,272
20160122:0756,0,0,5.13,8.57,0,,,20160122:1556,78.75
20160122:0856,21.07,6.2,5.42,8.66,0,,,20160122:1656,0
20160122:0956,6.22,12.19,5.72,8.76,0,,,20160122:1756,0
20160122:1056,28.89,16.37,6.97,7.87,0,,,20160122:1856,0
20160122:1156,15.39,18.38,8.23,6.98,0,,,20160122:1956,0
20160122:1256,49.63,18.01,9.48,6.1,0,,,20160122:2056,0
20160122:1356,107.25,15.31,9.82,6.29,0,,,20160122:2156,0
20160122:1456,272,10.54,10.16,6.49,0,,,20160122:2256,0
20160122:1556,78.75,4.08,10.5,6.69,0,,,20160122:2356,0
20160122:1656,0,0,9.55,6.4,0,,,20160123:0056,0
20160122:1756,0,0,8.6,6.12,0,,,20160123:0156,0
20160122:1856,0,0,7.65,5.83,0,,,20160123:0256,0
20160122:1956,0,0,7.2,5.74,0,,,20160123:0356,0
20160122:2056,0,0,6.75,5.64,0,,,20160123:0456,0
20160122:2156,0,0,6.3,5.54,0,,,20160123:0556,0
20160122:2256,0,0,6.25,5.42,0,,,20160123:0656,0
20160122:2356,0,0,6.2,5.3,0,,,20160123:0756,0
20160123:0056,0,0,6.15,5.17,0,,,20160123:0856,59.21
20160123:0156,0,0,6.15,5.17,0,,,20160123:0956,271.68
20160123:0256,0,0,6.15,5.17,0,,,20160123:1056,300.39
20160123:0356,0,0,6.15,5.17,0,,,20160123:1156,106.91
20160123:0456,0,0,5.58,4.33,0,,,20160123:1256,186.4
20160123:0556,0,0,5,3.48,0,,,20160123:1356,132.1
20160123:0656,0,0,4.43,2.63,0,,,20160123:1456,46.34
20160123:0756,0,0,4.24,2.93,0,,,20160123:1556,128.48
20160123:0856,59.21,6.37,4.04,3.23,0,,,20160123:1656,0
20160123:0956,271.68,12.38,3.85,3.53,0,,,20160123:1756,0
20160123:1056,300.39,16.58,5.43,4.39,0,,,20160123:1856,0
20160123:1156,106.91,18.6,7.01,5.25,0,,,20160123:1956,0
20160123:1256,186.4,18.25,8.59,6.11,0,,,20160123:2056,0
20160123:1356,132.1,15.55,8.46,6.16,0,,,20160123:2156,0
20160123:1456,46.34,10.77,8.33,6.21,0,,,20160123:2256,0
20160123:1556,128.48,4.31,8.19,6.26,0,,,20160123:2356,0
20160123:1656,0,0,7.54,6.68,0,,,20160124:0056,0
20160123:1756,0,0,6.89,7.1,0,,,20160124:0156,0
20160123:1856,0,0,6.24,7.52,0,,,20160124:0256,0
20160123:1956,0,0,6.31,7.73,0,,,20160124:0356,0
20160123:2056,0,0,6.38,7.94,0,,,20160124:0456,0
20160123:2156,0,0,6.46,8.15,0,,,20160124:0556,0
20160123:2256,0,0,7.56,7.8,0,,,20160124:0656,0
20160123:2356,0,0,8.67,7.45,0,,,20160124:0756,0
20160124:0056,0,0,9.77,7.1,0,,,20160124:0856,36.23
20160124:0156,0,0,9.97,6.87,0,,,20160124:0956,39.09
20160124:0256,0,0,10.17,6.63,0,,,20160124:1056,36.37
20160124:0356,0,0,10.36,6.4,0,,,20160124:1156,150.88
20160124:0456,0,0,10.3,6.32,0,,,20160124:1256,103.25
20160124:0556,0,0,10.23,6.23,0,,,20160124:1356,93.24
20160124:0656,0,0,10.16,6.15,0,,,20160124:1456,74.27
20160124:0756,0,0,10.09,6.11,0,,,20160124:1556,27.26
20160124:0856,36.23,6.55,10.02,6.07,0,,,20160124:1656,0
20160124:0956,39.09,12.58,9.95,6.03,0,,,20160124:1756,0
20160124:1056,36.37,16.8,10.28,6.03,0,,,20160124:1856,0
20160124:1156,150.88,18.84,10.61,6.04,0,,,20160124:1956,0
20160124:1256,103.25,18.49,10.94,6.04,0,,,20160124:2056,0
20160124:1356,93.24,15.8,11.29,6.06,0,,,20160124:2156,0
20160124:1456,74.27,11.02,11.64,6.07,0,,,20160124:2256,0
20160124:1556,27.26,4.55,11.98,6.08,0,,,20160124:2356,0
20160124:1656,0,0,11.77,5.86,0,,,20160125:0056,0
20160124:1756,0,0,11.55,5.64,0,,,20160125:0156,0
20160124:1856,0,0,11.34,5.42,0,,,20160125:0256,0
20160124:1956,0,0,11.04,5.61,0,,,20160125:0356,0
20160124:2056,0,0,10.75,5.8,0,,,20160125:0456,0
20160124:2156,0,0,10.46,5.99,0,,,20160125:0556,0
20160124:2256,0,0,10.32,6.31,0,,,20160125:0656,0
20160124:2356,0,0,10.18,6.64,0,,,20160125:0756,0
20160125:0056,0,0,10.04,6.97,0,,,20160125:0856,11.36
20160125:0156,0,0,9.73,7.02,0,,,20160125:0956,71.35
20160125:0256,0,0,9.41,7.08,0,,,20160125:1056,286
20160125:0356,0,0,9.09,7.13,0,,,20160125:1156,177.64
20160125:0456,0,0,8.64,6.98,0,,,20160125:1256,92.52
20160125:0556,0,0,8.18,6.83,0,,,20160125:1356,66.91
20160125:0656,0,0,7.73,6.68,0,,,20160125:1456,61.28
20160125:0756,0,0,8.04,6.76,0,,,20160125:1556,2.33
20160125:0856,11.36,6.73,8.34,6.84,0,,,20160125:1656,0
20160125:0956,71.35,12.78,8.65,6.92,0,,,20160125:1756,0
20160125:1056,286,17.02,9.93,7.47,0,,,20160125:1856,0
20160125:1156,177.64,19.08,11.22,8.02,0,,,20160125:1956,0
20160125:1256,92.52,18.74,12.5,8.57,0,,,20160125:2056,0
20160125:1356,66.91,16.05,12.11,9.06,0,,,20160125:2156,0
20160125:1456,61.28,11.26,11.72,9.56,0,,,20160125:2256,0
20160125:1556,2.33,4.79,11.33,10.06,0,,,20160125:2356,0
20160125:1656,0,0,10.7,9.51,0,,,20160126:0056,0
20160125:1756,0,0,10.08,8.97,0,,,20160126:0156,0
20160125:1856,0,0,9.45,8.43,0,,,20160126:0256,0
20160125:1956,0,0,8.8,7.4,0,,,20160126:0356,0
20160125:2056,0,0,8.15,6.37,0,,,20160126:0456,0
20160125:2156,0,0,7.5,5.34,0,,,20160126:0556,0
20160125:2256,0,0,6.77,4.92,0,,,20160126:0656,0
20160125:2356,0,0,6.05,4.51,0,,,20160126:0756,0
20160126:0056,0,0,5.32,4.1,0,,,20160126:0856,20.64
20160126:0156,0,0,5.39,4.7,0,,,20160126:0956,59.7
20160126:0256,0,0,5.45,5.3,0,,,20160126:1056,33.46
20160126:0356,0,0,5.51,5.9,0,,,20160126:1156,13.45
20160126:0456,0,0,5.76,6.73,0,,,20160126:1256,35.74
20160126:0556,0,0,6.01,7.55,0,,,20160126:1356,9.27
20160126:0656,0,0,6.26,8.37,0,,,20160126:1456,40.5
20160126:0756,0,0,6.58,9.22,0,,,20160126:1556,34.86
20160126:0856,20.64,6.93,6.89,10.07,0,,,20160126:1656,0
20160126:0956,59.7,12.99,7.21,10.92,0,,,20160126:1756,0
20160126:1056,33.46,17.25,7.87,11.43,0,,,20160126:1856,0
20160126:1156,13.45,19.32,8.52,11.93,0,,,20160126:1956,0
20160126:1256,35.74,19,9.18,12.43,0,,,20160126:2056,0
20160126:1356,9.27,16.3,9.24,12.39,0,,,20160126:2156,0
20160126:1456,40.5,11.52,9.3,12.35,0,,,20160126:2256,0
20160126:1556,34.86,5.03,9.36,12.32,0,,,20160126:2356,0
20160126:1656,0,0,9.41,11.94,0,,,20160127:0056,0
20160126:1756,0,0,9.45,11.55,0,,,20160127:0156,0
20160126:1856,0,0,9.5,11.17,0,,,20160127:0256,0
20160126:1956,0,0,9.73,10.6,0,,,20160127:0356,0
20160126:2056,0,0,9.96,10.03,0,,,20160127:0456,0
20160126:2156,0,0,10.19,9.46,0,,,20160127:0556,0
20160126:2256,0,0,10.33,9.2,0,,,20160127:0656,0
20160126:2356,0,0,10.47,8.94,0,,,20160127:0756,0
20160127:0056,0,0,10.61,8.68,0,,,20160127:0856,168.22
20160127:0156,0,0,10.5,9.34,0,,,20160127:0956,6.99
20160127:0256,0,0,10.39,10.01,0,,,20160127:1056,159.71
20160127:0356,0,0,10.27,10.68,0,,,20160127:1156,12.09
20160127:0456,0,0,10.24,10.52,0,,,20160127:1256,37.34
20160127:0556,0,0,10.22,10.37,0,,,20160127:1356,47.49
20160127:0656,0,0,10.19,10.22,0,,,20160127:1456,58.19
20160127:0756,0,0,10.4,10.22,0,,,20160127:1556,68.39
20160127:0856,168.22,7.12,10.6,10.21,0,,,20160127:1656,0
20160127:0956,6.99,13.21,10.81,10.21,0,,,20160127:1756,0
20160127:1056,159.71,17.49,11.09,10.39,0,,,20160127:1856,0
20160127:1156,12.09,19.58,11.37,10.57,0,,,20160127:1956,0
20160127:1256,37.34,19.26,11.65,10.76,0,,,20160127:2056,0
20160127:1356,47.49,16.56,11.2,10.28,0,,,20160127:2156,0
20160127:1456,58.19,11.77,10.75,9.79,0,,,20160127:2256,0
20160127:1556,68.39,5.28,10.29,9.31,0,,,20160127:2356,0
20160127:1656,0,0,9.35,8.49,0,,,20160128:0056,0
20160127:1756,0,0,8.42,7.66,0,,,20160128:0156,0
20160127:1856,0,0,7.48,6.84,0,,,20160128:0256,0
20160127:1956,0,0,6.86,6.74,0,,,20160128:0356,0
20160127:2056,0,0,6.25,6.63,0,,,20160128:0456,0
20160127:2156,0,0,5.64,6.52,0,,,20160128:0556,0
20160127:2256,0,0,4.96,6.15,0,,,20160128:0656,0
20160127:2356,0,0,4.29,5.78,0,,,20160128:0756,0
20160128:0056,0,0,3.61,5.41,0,,,20160128:0856,88.62
20160128:0156,0,0,3.21,5.07,0,,,20160128:0956,373.52
20160128:0256,0,0,2.81,4.74,0,,,20160128:1056,490.33
20160128:0356,0,0,2.4,4.4,0,,,20160128:1156,546.69
20160128:0456,0,0,2.22,4.46,0,,,20160128:1256,531.82
20160128:0556,0,0,2.05,4.53,0,,,20160128:1356,441.18
20160128:0656,0,0,1.87,4.59,0,,,20160128:1456,6.26
20160128:0756,0,0,2.14,4.68,0,,,20160128:1556,12.96
20160128:0856,88.62,7.33,2.41,4.76,0,,,20160128:1656,0
20160128:0956,373.52,13.43,2.68,4.84,0,,,20160128:1756,0
20160128:1056,490.33,17.73,4.32,5.49,0,,,20160128:1856,0
20160128:1156,546.69,19.83,5.96,6.14,0,,,20160128:1956,0
20160128:1256,531.82,19.52,7.6,6.79,0,,,20160128:2056,0
20160128:1356,441.18,16.83,7.48,7.09,0,,,20160128:2156,0
20160128:1456,6.26,12.03,7.36,7.39,0,,,20160128:2256,0
20160128:1556,12.96,5.53,7.24,7.7,0,,,20160128:2356,0
20160128:1656,0,0,6.99,8.03,0,,,20160129:0056,0
20160128:1756,0,0,6.74,8.36,0,,,20160129:0156,0
20160128:1856,0,0,6.49,8.69,0,,,20160129:0256,0
20160128:1956,0,0,6.9,9,0,,,20160129:0356,0
20160128:2056,0,0,7.31,9.31,0,,,20160129:0456,0
20160128:2156,0,0,7.72,9.61,0,,,20160129:0556,0
20160128:2256,0,0,8.15,9.52,0,,,20160129:0656,0
20160128:2356,0,0,8.59,9.43,0,,,20160129:0756,0
20160129:0056,0,0,9.02,9.34,0,,,20160129:0856,39.59
20160129:0156,0,0,8.97,9.73,0,,,20160129:0956,130.53
20160129:0256,0,0,8.92,10.12,0,,,20160129:1056,265.99
20160129:0356,0,0,8.86,10.51,0,,,20160129:1156,123.76
20160129:0456,0,0,8.77,10.93,0,,,20160129:1256,81.14
20160129:0556,0,0,8.69,11.35,0,,,20160129:1356,43.65
20160129:0656,0,0,8.6,11.77,0,,,20160129:1456,60.24
20160129:0756,0,0,8.71,11.75,0,,,20160129:1556,10.59
20160129:0856,39.59,7.54,8.83,11.74,0,,,20160129:1656,0
20160129:0956,130.53,13.66,8.94,11.72,0,,,20160129:1756,0
20160129:1056,265.99,17.98,9.51,11.34,0,,,20160129:1856,0
20160129:1156,123.76,20.1,10.07,10.95,0,,,20160129:1956,0
20160129:1256,81.14,19.79,10.64,10.57,0,,,20160129:2056,0
20160129:1356,43.65,17.1,10.25,10.38,0,,,20160129:2156,0
20160129:1456,60.24,12.29,9.87,10.19,0,,,20160129:2256,0
20160129:1556,10.59,5.79,9.48,10,0,,,20160129:2356,0
20160129:1656,0,0,9.22,9.87,0,,,20160130:0056,0
20160129:1756,0,0,8.95,9.74,0,,,20160130:0156,0
20160129:1856,0,0,8.69,9.61,0,,,20160130:0256,0
20160129:1956,0,0,8.67,9.54,0,,,20160130:0356,0
20160129:2056,0,0,8.65,9.46,0,,,20160130:0456,0
20160129:2156,0,0,8.64,9.38,0,,,20160130:0556,0
20160129:2256,0,0,8.67,9.69,0,,,20160130:0656,0
20160129:2356,0,0,8.71,10,0,,,20160130:0756,0
20160130:0056,0,0,8.74,10.3,0,,,20160130:0856,25.74
20160130:0156,0,0,8.4,10.04,0,,,20160130:0956,102.17
20160130:0256,0,0,8.06,9.78,0,,,20160130:1056,463.83
20160130:0356,0,0,7.71,9.52,0,,,20160130:1156,570.07
20160130:0456,0,0,6.82,8.81,0,,,20160130:1256,555.28
20160130:0556,0,0,5.92,8.11,0,,,20160130:1356,421.2
20160130:0656,0,0,5.03,7.41,0,,,20160130:1456,325.98
20160130:0756,0,0,4.37,7.36,0,,,20160130:1556,136.44
20160130:0856,25.74,7.75,3.7,7.31,0,,,20160130:1656,0
20160130:0956,102.17,13.9,3.04,7.26,0,,,20160130:1756,0
20160130:1056,463.83,18.23,3.49,7.78,0,,,20160130:1856,0
20160130:1156,570.07,20.36,3.95,8.3,0,,,20160130:1956,0
20160130:1256,555.28,20.07,4.4,8.83,0,,,20160130:2056,0
20160130:1356,421.2,17.37,4.69,8.59,0,,,20160130:2156,0
20160130:1456,325.98,12.56,4.98,8.36,0,,,20160130:2256,0
20160130:1556,136.44,6.04,5.26,8.12,0,,,20160130:2356,0
20160130:1656,0,0,4.64,7.67,0,,,20160131:0056,0
20160130:1756,0,0,4.03,7.22,0,,,20160131:0156,0
20160130:1856,0,0,3.41,6.77,0,,,20160131:0256,0
20160130:1956,0,0,3.12,6.64,0,,,20160131:0356,0
20160130:2056,0,0,2.83,6.51,0,,,20160131:0456,0
20160130:2156,0,0,2.55,6.37,0,,,20160131:0556,0
20160130:2256,0,0,2.43,6.08,0,,,20160131:0656,0
20160130:2356,0,0,2.32,5.79,0,,,20160131:0756,0
20160131:0056,0,0,2.21,5.5,0,,,20160131:0856,33.32
20160131:0156,0,0,2.48,5.19,0,,,20160131:0956,46.52
20160131:0256,0,0,2.74,4.87,0,,,20160131:1056,58.8
20160131:0356,0,0,3,4.55,0,,,20160131:1156,157.44
20160131:0456,0,0,3.24,4.46,0,,,20160131:1256,136.67
20160131:0556,0,0,3.48,4.38,0,,,20160131:1356,33.12
20160131:0656,0,0,3.72,4.29,0,,,20160131:1456,6.65
20160131:0756,0,0,3.93,4.56,0,,,20160131:1556,15.78
20160131:0856,33.32,7.98,4.13,4.82,0,,,20160131:1656,0
20160131:0956,46.52,14.14,4.34,5.09,0,,,20160131:1756,0
20160131:1056,58.8,18.49,5.5,5.61,0,,,20160131:1856,0
20160131:1156,157.44,20.64,6.67,6.14,0,,,20160131:1956,0
20160131:1256,136.67,20.35,7.83,6.66,0,,,20160131:2056,0
20160131:1356,33.12,17.65,8.71,7.46,0,,,20160131:2156,0
20160131:1456,6.65,12.83,9.6,8.26,0,,,20160131:2256,0
20160131:1556,15.78,6.3,10.48,9.06,0,,,20160131:2356,0
20160131:1656,0,0,10.33,9.04,0,,,20160201:0056,0
20160131:1756,0,0,10.17,9.02,0,,,20160201:0156,0
20160131:1856,0,0,10.02,8.99,0,,,20160201:0256,0
20160131:1956,0,0,10.05,9.06,0,,,20160201:0356,0
20160131:2056,0,0,10.09,9.12,0,,,20160201:0456,0
20160131:2156,0,0,10.13,9.19,0,,,20160201:0556,0
20160131:2256,0,0,10.23,9.05,0,,,20160201:0656,0
20160131:2356,0,0,10.34,8.91,0,,,20160201:0756,0.28
20160201:0056,0,0,10.44,8.77,0,,,20160201:0856,86.71
20160201:0156,0,0,9.87,8.95,0,,,20160201:0956,127.64
20160201:0256,0,0,9.3,9.13,0,,,20160201:1056,98.61
20160201:0356,0,0,8.72,9.31,0,,,20160201:1156,148.75
20160201:0456,0,0,8.51,9.44,0,,,20160201:1256,101.23
20160201:0556,0,0,8.3,9.58,0,,,20160201:1356,176.79
20160201:0656,0,0,8.09,9.71,0,,,20160201:1456,72.62
20160201:0756,0.28,0.66,8.45,9.79,0,,,20160201:1556,44.77
20160201:0856,86.71,8.2,8.81,9.87,0,,,20160201:1656,0
20160201:0956,127.64,14.39,9.17,9.94,0,,,20160201:1756,0
20160201:1056,98.61,18.76,9.79,10.36,0,,,20160201:1856,0
20160201:1156,148.75,20.92,10.4,10.78,0,,,20160201:1956,0
20160201:1256,101.23,20.63,11.02,11.2,0,,,20160201:2056,0
20160201:1356,176.79,17.93,10.94,11.54,0,,,20160201:2156,0
20160201:1456,72.62,13.11,10.87,11.87,0,,,20160201:2256,0
20160201:1556,44.77,6.57,10.79,12.21,0,,,20160201:2356,0
20160201:1656,0,0,10.13,11.91,0,,,20160202:0056,0
20160201:1756,0,0,9.48,11.62,0,,,20160202:0156,0
20160201:1856,0,0,8.82,11.32,0,,,20160202:0256,0
20160201:1956,0,0,8.26,11.16,0,,,20160202:0356,0
20160201:2056,0,0,7.7,10.99,0,,,20160202:0456,0
20160201:2156,0,0,7.14,10.83,0,,,20160202:0556,0
20160201:2256,0,0,6.85,10.63,0,,,20160202:0656,0
20160201:2356,0,0,6.56,10.44,0,,,20160202:0756,3.51
20160202:0056,0,0,6.28,10.25,0,,,20160202:0856,99.48
20160202:0156,0,0,6.44,9.86,0,,,20160202:0956,335.75
20160202:0256,0,0,6.6,9.48,0,,,20160202:1056,529.7
20160202:0356,0,0,6.76,9.09,0,,,20160202:1156,587.28
20160202:0456,0,0,6.63,9.05,0,,,20160202:1256,572.85
20160202:0556,0,0,6.5,9.01,0,,,20160202:1356,266.12
20160202:0656,0,0,6.36,8.97,0,,,20160202:1456,130.3
20160202:0756,3.51,0.87,6.29,8.82,0,,,20160202:1556,155.81
20160202:0856,99.48,8.44,6.21,8.67,0,,,20160202:1656,0
20160202:0956,335.75,14.64,6.13,8.52,0,,,20160202:1756,0
20160202:1056,529.7,19.03,6.59,9.03,0,,,20160202:1856,0
20160202:1156,587.28,21.2,7.04,9.53,0,,,20160202:1956,0
20160202:1256,572.85,20.92,7.5,10.03,0,,,20160202:2056,0
20160202:1356,266.12,18.22,7.35,9.81,0,,,20160202:2156,0
20160202:1456,130.3,13.38,7.21,9.59,0,,,20160202:2256,0
20160202:1556,155.81,6.83,7.07,9.37,0,,,20160202:2356,0
20160202:1656,0,0,6.27,8.58,0,,,20160203:0056,0
20160202:1756,0,0,5.48,7.8,0,,,20160203:0156,0
20160202:1856,0,0,4.68,7.02,0,,,20160203:0256,0
20160202:1956,0,0,4.26,6.67,0,,,20160203:0356,0
20160202:2056,0,0,3.85,6.31,0,,,20160203:0456,0
20160202:2156,0,0,3.43,5.96,0,,,20160203:0556,0
20160202:2256,0,0,3.08,5.89,0,,,20160203:0656,0
20160202:2356,0,0,2.73,5.81,0,,,20160203:0756,4.45
20160203:0056,0,0,2.38,5.74,0,,,20160203:0856,226.03
20160203:0156,0,0,2.26,5.8,0,,,20160203:0956,185.27
20160203:0256,0,0,2.15,5.86,0,,,20160203:1056,261.64
20160203:0356,0,0,2.03,5.92,0,,,20160203:1156,140.12
20160203:0456,0,0,1.95,6.41,0,,,20160203:1256,139.96
20160203:0556,0,0,1.87,6.9,0,,,20160203:1356,431.83
20160203:0656,0,0,1.79,7.39,0,,,20160203:1456,90.17
20160203:0756,4.45,1.09,2.14,7.66,0,,,20160203:1556,160.73
20160203:0856,226.03,8.68,2.49,7.92,0,,,20160203:1656,0
20160203:0956,185.27,14.9,2.83,8.18,0,,,20160203:1756,0
20160203:1056,261.64,19.31,3.85,8.95,0,,,20160203:1856,0
20160203:1156,140.12,21.49,4.86,9.72,0,,,20160203:1956,0
20160203:1256,139.96,21.21,5.88,10.5,0,,,20160203:2056,0
20160203:1356,431.83,18.51,5.79,9.26,0,,,20160203:2156,0
20160203:1456,90.17,13.66,5.71,8.02,0,,,20160203:2256,0
20160203:1556,160.73,7.1,5.62,6.79,0,,,20160203:2356,0
20160203:1656,0,0,4.97,6.01,0,,,20160204:0056,0
20160203:1756,0,0,4.32,5.24,0,,,20160204:0156,0
20160203:1856,0,0,3.67,4.47,0,,,20160204:0256,0
20160203:1956,0,0,3.23,4.45,0,,,20160204:0356,0
