"Latitude (decimal degrees):	51.790",,,,,,,,Date,G_i (kW/m),Electric car demand (kWh),Electric bus demand (kWh)
20081104:1456,42.58,11.62,10.93,2.99,0,,,,,,
20081104:1556,51.56,4.3,11.06,2.88,0,,,,,,
20081104:1656,0,-4.05,10.29,2.84,0,,,,,,
20081104:1756,0,0,9.52,2.8,0,,,,,,
20081104:1856,0,0,8.75,2.76,0,,,,,,
20081104:1956,0,0,8.37,2.97,0,,,,,,
20081104:2056,0,0,7.99,3.18,0,,,,,,
20081104:2156,0,0,7.62,3.39,0,,,,,,
20081104:2256,0,0,7.67,3.77,0,,,,,,
20081104:2356,0,0,7.72,4.14,0,,,,,,
20081105:0056,0,0,7.77,4.51,0,,,,,,
20081105:0156,0,0,7.86,4.38,0,,,,,,
20081105:0256,0,0,7.95,4.24,0,,,,,,
20081105:0356,0,0,8.04,4.11,0,,,,,,
20081105:0456,0,0,7.93,4.41,0,,,,,,
20081105:0556,0,0,7.83,4.72,0,,,,,,
20081105:0656,0,-2.31,7.72,5.02,0,,,,,,
20081105:0756,53.51,5.83,7.78,5.21,0,,,,,,
20081105:0856,172.17,12.83,7.85,5.4,0,,,,,,
20081105:0956,52.83,18.24,7.91,5.59,0,,,,,,
20081105:1056,53.22,21.6,8.28,5.98,0,,,,,,
20081105:1156,56.96,22.57,8.66,6.37,0,,,,,,
20081105:1256,60.02,21.03,9.03,6.76,0,,,,,,
20081105:1356,102.06,17.16,9.18,5.99,0,,,,,,
20081105:1456,57.79,11.35,9.33,5.21,0,,,,,,
20081105:1556,49.87,4.05,9.48,4.44,0,,,,,,
20081105:1656,0,-4.29,9.21,4.37,0,,,,,,
20081105:1756,0,0,8.95,4.3,0,,,,,,
20081105:1856,0,0,8.69,4.23,0,,,,,,
20081105:1956,0,0,8.5,4.14,0,,,,,,
20081105:2056,0,0,8.3,4.05,0,,,,,,
20081105:2156,0,0,8.11,3.96,0,,,,,,
20081105:2256,0,0,8.09,3.72,0,,,,,,
20081105:2356,0,0,8.07,3.48,0,,,,,,
20081106:0056,0,0,8.05,3.24,0,,,,,,
20081106:0156,0,0,7.83,3.03,0,,,,,,
20081106:0256,0,0,7.61,2.82,0,,,,,,
20081106:0356,0,0,7.4,2.61,0,,,,,,
20081106:0456,0,0,7.32,2.4,0,,,,,,
20081106:0556,0,0,7.25,2.19,0,,,,,,
20081106:0656,0,-2.56,7.18,1.99,0,,,,,,
20081106:0756,45.01,5.56,7.36,1.64,0,,,,,,
20081106:0856,9.47,12.55,7.55,1.3,0,,,,,,
20081106:0956,38.41,17.94,7.73,0.95,0,,,,,,
20081106:1056,92.17,21.3,8.14,1.2,0,,,,,,
20081106:1156,92.79,22.27,8.56,1.45,0,,,,,,
20081106:1256,116.7,20.74,8.97,1.7,0,,,,,,
20081106:1356,52.49,16.88,9.02,1.83,0,,,,,,
20081106:1456,63.48,11.09,9.07,1.95,0,,,,,,
20081106:1556,42.53,3.81,9.12,2.08,0,,,,,,
20081106:1656,0,-4.52,8.72,2.12,0,,,,,,
20081106:1756,0,0,8.31,2.17,0,,,,,,
20081106:1856,0,0,7.9,2.21,0,,,,,,
20081106:1956,0,0,7.55,2.43,0,,,,,,
20081106:2056,0,0,7.2,2.65,0,,,,,,
20081106:2156,0,0,6.86,2.87,0,,,,,,
20081106:2256,0,0,6.87,3.13,0,,,,,,
20081106:2356,0,0,6.89,3.38,0,,,,,,
20081107:0056,0,0,6.91,3.64,0,,,,,,
20081107:0156,0,0,7.15,4.26,0,,,,,,
20081107:0256,0,0,7.39,4.88,0,,,,,,
20081107:0356,0,0,7.63,5.5,0,,,,,,
20081107:0456,0,0,7.69,5.64,0,,,,,,
20081107:0556,0,0,7.75,5.78,0,,,,,,
20081107:0656,0,-2.82,7.81,5.92,0,,,,,,
20081107:0756,254.7,5.3,7.77,5.58,0,,,,,,
20081107:0856,261,12.27,7.72,5.24,0,,,,,,
20081107:0956,467.19,17.65,7.68,4.9,0,,,,,,
20081107:1056,474.84,21,8.3,5.16,0,,,,,,
20081107:1156,330.95,21.97,8.93,5.43,0,,,,,,
20081107:1256,247.94,20.45,9.55,5.7,0,,,,,,
20081107:1356,358.24,16.61,9.51,5.93,0,,,,,,
20081107:1456,244.04,10.83,9.47,6.17,0,,,,,,
20081107:1556,225.31,3.57,9.44,6.4,0,,,,,,
20081107:1656,0,-4.74,8.77,6.01,0,,,,,,
20081107:1756,0,0,8.11,5.62,0,,,,,,
20081107:1856,0,0,7.45,5.23,0,,,,,,
20081107:1956,0,0,7.09,5.01,0,,,,,,
20081107:2056,0,0,6.74,4.8,0,,,,,,
20081107:2156,0,0,6.38,4.58,0,,,,,,
20081107:2256,0,0,6.31,4.57,0,,,,,,
20081107:2356,0,0,6.24,4.57,0,,,,,,
20081108:0056,0,0,6.18,4.57,0,,,,,,
20081108:0156,0,0,6.45,5.2,0,,,,,,
20081108:0256,0,0,6.71,5.84,0,,,,,,
20081108:0356,0,0,6.98,6.48,0,,,,,,
20081108:0456,0,0,7.34,7.15,0,,,,,,
20081108:0556,0,0,7.7,7.83,0,,,,,,
20081108:0656,0,-3.07,8.06,8.5,0,,,,,,
20081108:0756,186.42,5.03,8.42,8.64,0,,,,,,
20081108:0856,49.35,11.99,8.77,8.79,0,,,,,,
20081108:0956,185.51,17.37,9.13,8.94,0,,,,,,
20081108:1056,305.63,20.71,9.61,8.79,0,,,,,,
20081108:1156,557.9,21.67,10.08,8.63,0,,,,,,
20081108:1256,308.09,20.16,10.56,8.48,0,,,,,,
20081108:1356,258.53,16.34,10.69,8.11,0,,,,,,
20081108:1456,43.41,10.58,10.83,7.73,0,,,,,,
20081108:1556,166.74,3.33,10.97,7.35,0,,,,,,
20081108:1656,0,-4.96,10.58,7.47,0,,,,,,
20081108:1756,0,0,10.2,7.58,0,,,,,,
20081108:1856,0,0,9.82,7.7,0,,,,,,
20081108:1956,0,0,9.82,8.69,0,,,,,,
20081108:2056,0,0,9.81,9.69,0,,,,,,
20081108:2156,0,0,9.81,10.69,0,,,,,,
20081108:2256,0,0,8.86,10.42,0,,,,,,
20081108:2356,0,0,7.91,10.15,0,,,,,,
20081109:0056,0,0,6.97,9.88,0,,,,,,
20081109:0156,0,0,6.3,9,0,,,,,,
20081109:0256,0,0,5.64,8.13,0,,,,,,
20081109:0356,0,0,4.98,7.26,0,,,,,,
20081109:0456,0,0,4.88,7.17,0,,,,,,
20081109:0556,0,0,4.77,7.08,0,,,,,,
20081109:0656,0,-3.32,4.67,6.99,0,,,,,,
20081109:0756,203.81,4.78,5.25,7.37,0,,,,,,
20081109:0856,303.11,11.72,5.82,7.76,0,,,,,,
20081109:0956,402.16,17.08,6.4,8.14,0,,,,,,
20081109:1056,501.06,20.42,7.32,8.88,0,,,,,,
20081109:1156,355.35,21.39,8.24,9.62,0,,,,,,
20081109:1256,180.89,19.88,9.16,10.36,0,,,,,,
20081109:1356,96.01,16.08,9.17,10.32,0,,,,,,
20081109:1456,69.7,10.34,9.18,10.28,0,,,,,,
20081109:1556,182.31,3.1,9.19,10.23,0,,,,,,
20081109:1656,0,-5.18,8.95,10.58,0,,,,,,
20081109:1756,0,0,8.71,10.92,0,,,,,,
20081109:1856,0,0,8.47,11.27,0,,,,,,
20081109:1956,0,0,8.63,11.76,0,,,,,,
20081109:2056,0,0,8.8,12.25,0,,,,,,
20081109:2156,0,0,8.96,12.74,0,,,,,,
20081109:2256,0,0,8.36,12.31,0,,,,,,
20081109:2356,0,0,7.77,11.88,0,,,,,,
20081110:0056,0,0,7.18,11.45,0,,,,,,
20081110:0156,0,0,6.16,10.27,0,,,,,,
20081110:0256,0,0,5.14,9.09,0,,,,,,
20081110:0356,0,0,4.13,7.92,0,,,,,,
20081110:0456,0,0,4.39,7.43,0,,,,,,
20081110:0556,0,0,4.66,6.93,0,,,,,,
20081110:0656,0,-3.56,4.93,6.44,0,,,,,,
20081110:0756,24.12,4.52,5.41,6.36,0,,,,,,
20081110:0856,5.63,11.45,5.88,6.28,0,,,,,,
20081110:0956,9.52,16.8,6.36,6.19,0,,,,,,
20081110:1056,18.35,20.13,6.78,5.94,0,,,,,,
20081110:1156,72.4,21.1,7.21,5.7,0,,,,,,
20081110:1256,68.42,19.61,7.63,5.45,0,,,,,,
20081110:1356,50.74,15.82,7.84,6.06,0,,,,,,
20081110:1456,20.1,10.1,8.05,6.67,0,,,,,,
20081110:1556,1.94,2.88,8.27,7.28,0,,,,,,
20081110:1656,0,-5.39,7.96,6.85,0,,,,,,
20081110:1756,0,0,7.66,6.41,0,,,,,,
20081110:1856,0,0,7.36,5.97,0,,,,,,
20081110:1956,0,0,7.04,5.98,0,,,,,,
20081110:2056,0,0,6.72,5.98,0,,,,,,
20081110:2156,0,0,6.41,5.99,0,,,,,,
20081110:2256,0,0,6.15,6.03,0,,,,,,
20081110:2356,0,0,5.89,6.08,0,,,,,,
20081111:0056,0,0,5.64,6.12,0,,,,,,
20081111:0156,0,0,5.8,6.57,0,,,,,,
20081111:0256,0,0,5.97,7.03,0,,,,,,
20081111:0356,0,0,6.14,7.48,0,,,,,,
20081111:0456,0,0,6.16,7.55,0,,,,,,
20081111:0556,0,0,6.17,7.63,0,,,,,,
20081111:0656,0,-3.81,6.19,7.71,0,,,,,,
20081111:0756,308.25,4.26,6.29,7.8,0,,,,,,
20081111:0856,290.71,11.19,6.39,7.89,0,,,,,,
20081111:0956,442.83,16.53,6.49,7.99,0,,,,,,
20081111:1056,497.81,19.85,7.23,8.68,0,,,,,,
20081111:1156,555.81,20.82,7.98,9.37,0,,,,,,
20081111:1256,506.76,19.34,8.72,10.07,0,,,,,,
20081111:1356,110.11,15.57,8.65,9.54,0,,,,,,
20081111:1456,319.57,9.86,8.58,9.02,0,,,,,,
20081111:1556,276.17,2.66,8.52,8.5,0,,,,,,
20081111:1656,0,-5.59,7.9,7.89,0,,,,,,
20081111:1756,0,0,7.29,7.29,0,,,,,,
20081111:1856,0,0,6.67,6.69,0,,,,,,
20081111:1956,0,0,6.37,6.51,0,,,,,,
20081111:2056,0,0,6.07,6.32,0,,,,,,
20081111:2156,0,0,5.78,6.14,0,,,,,,
20081111:2256,0,0,5.63,5.95,0,,,,,,
20081111:2356,0,0,5.48,5.76,0,,,,,,
20081112:0056,0,0,5.33,5.57,0,,,,,,
20081112:0156,0,0,5.06,5.28,0,,,,,,
20081112:0256,0,0,4.79,4.98,0,,,,,,
20081112:0356,0,0,4.53,4.69,0,,,,,,
20081112:0456,0,0,4.39,4.6,0,,,,,,
20081112:0556,0,0,4.25,4.51,0,,,,,,
20081112:0656,0,-4.05,4.11,4.41,0,,,,,,
20081112:0756,199.04,4.01,4.58,4.59,0,,,,,,
20081112:0856,163.19,10.92,5.04,4.77,0,,,,,,
20081112:0956,197.37,16.25,5.51,4.95,0,,,,,,
20081112:1056,193.2,19.57,6.68,5.2,0,,,,,,
20081112:1156,546.43,20.55,7.84,5.44,0,,,,,,
20081112:1256,346.21,19.08,9.01,5.68,0,,,,,,
20081112:1356,122.85,15.32,9.03,4.78,0,,,,,,
20081112:1456,214.79,9.63,9.05,3.88,0,,,,,,
20081112:1556,179.68,2.45,9.07,2.98,0,,,,,,
20081112:1656,0,-5.79,7.88,2.93,0,,,,,,
20081112:1756,0,0,6.69,2.89,0,,,,,,
20081112:1856,0,0,5.5,2.84,0,,,,,,
20081112:1956,0,0,4.95,2.74,0,,,,,,
20081112:2056,0,0,4.39,2.63,0,,,,,,
20081112:2156,0,0,3.84,2.52,0,,,,,,
20081112:2256,0,0,3.46,2.36,0,,,,,,
20081112:2356,0,0,3.08,2.19,0,,,,,,
20081113:0056,0,0,2.7,2.03,0,,,,,,
20081113:0156,0,0,3.13,2.2,0,,,,,,
20081113:0256,0,0,3.56,2.37,0,,,,,,
20081113:0356,0,0,4,2.54,0,,,,,,
20081113:0456,0,0,4.03,2.74,0,,,,,,
20081113:0556,0,0,4.07,2.95,0,,,,,,
20081113:0656,0,-4.29,4.11,3.16,0,,,,,,
20081113:0756,30.4,3.76,4.79,3.71,0,,,,,,
20081113:0856,5.1,10.66,5.48,4.26,0,,,,,,
20081113:0956,36.27,15.98,6.16,4.81,0,,,,,,
20081113:1056,73.95,19.3,6.96,5.04,0,,,,,,
20081113:1156,99.64,20.28,7.76,5.27,0,,,,,,
20081113:1256,42.15,18.82,8.56,5.5,0,,,,,,
20081113:1356,34.23,15.08,8.64,5.51,0,,,,,,
20081113:1456,39.53,9.41,8.73,5.52,0,,,,,,
20081113:1556,27.87,2.25,8.81,5.53,0,,,,,,
20081113:1656,0,-5.98,9.12,5.34,0,,,,,,
20081113:1756,0,0,9.43,5.15,0,,,,,,
20081113:1856,0,0,9.73,4.97,0,,,,,,
20081113:1956,0,0,9.9,4.81,0,,,,,,
20081113:2056,0,0,10.07,4.65,0,,,,,,
20081113:2156,0,0,10.25,4.5,0,,,,,,
20081113:2256,0,0,10.26,4.48,0,,,,,,
20081113:2356,0,0,10.28,4.47,0,,,,,,
20081114:0056,0,0,10.3,4.46,0,,,,,,
20081114:0156,0,0,10.24,4.47,0,,,,,,
20081114:0256,0,0,10.18,4.48,0,,,,,,
20081114:0356,0,0,10.13,4.5,0,,,,,,
20081114:0456,0,0,10.02,4.41,0,,,,,,
20081114:0556,0,0,9.91,4.32,0,,,,,,
20081114:0656,0,-4.53,9.8,4.23,0,,,,,,
20081114:0756,137.95,3.51,9.91,4.19,0,,,,,,
20081114:0856,157.91,10.41,10.02,4.14,0,,,,,,
20081114:0956,338.25,15.72,10.13,4.1,0,,,,,,
20081114:1056,376.81,19.03,10.52,4.65,0,,,,,,
20081114:1156,139.23,20.02,10.92,5.21,0,,,,,,
20081114:1256,82.23,18.57,11.31,5.77,0,,,,,,
20081114:1356,52.05,14.84,11.59,5.56,0,,,,,,
20081114:1456,148.54,9.19,11.88,5.35,0,,,,,,
20081114:1556,54.14,2.05,12.16,5.14,0,,,,,,
20081114:1656,0,-6.17,11.61,5.18,0,,,,,,
20081114:1756,0,0,11.06,5.22,0,,,,,,
20081114:1856,0,0,10.5,5.26,0,,,,,,
20081114:1956,0,0,10.16,5.3,0,,,,,,
20081114:2056,0,0,9.81,5.35,0,,,,,,
20081114:2156,0,0,9.47,5.39,0,,,,,,
20081114:2256,0,0,9.54,5.41,0,,,,,,
20081114:2356,0,0,9.61,5.43,0,,,,,,
20081115:0056,0,0,9.69,5.45,0,,,,,,
20081115:0156,0,0,9.68,5.72,0,,,,,,
20081115:0256,0,0,9.66,5.99,0,,,,,,
20081115:0356,0,0,9.65,6.26,0,,,,,,
20081115:0456,0,0,9.83,6.28,0,,,,,,
20081115:0556,0,0,10.02,6.3,0,,,,,,
20081115:0656,0,-4.76,10.2,6.32,0,,,,,,
20081115:0756,187.23,3.27,10.56,6.18,0,,,,,,
20081115:0856,257.34,10.15,10.92,6.04,0,,,,,,
20081115:0956,221.29,15.46,11.28,5.9,0,,,,,,
20081115:1056,178.96,18.77,11.82,6.23,0,,,,,,
20081115:1156,466.05,19.76,12.36,6.56,0,,,,,,
20081115:1256,260.48,18.32,12.9,6.88,0,,,,,,
20081115:1356,83.45,14.61,12.87,6.43,0,,,,,,
20081115:1456,193.8,8.98,12.85,5.98,0,,,,,,
20081115:1556,61.72,1.86,12.82,5.53,0,,,,,,
20081115:1656,0,-6.34,12.46,5.25,0,,,,,,
20081115:1756,0,0,12.1,4.97,0,,,,,,
20081115:1856,0,0,11.73,4.69,0,,,,,,
20081115:1956,0,0,11.42,4.4,0,,,,,,
20081115:2056,0,0,11.1,4.12,0,,,,,,
20081115:2156,0,0,10.79,3.83,0,,,,,,
20081115:2256,0,0,10.7,3.7,0,,,,,,
20081115:2356,0,0,10.62,3.56,0,,,,,,
20081116:0056,0,0,10.54,3.42,0,,,,,,
20081116:0156,0,0,10.34,3.92,0,,,,,,
20081116:0256,0,0,10.14,4.41,0,,,,,,
20081116:0356,0,0,9.94,4.91,0,,,,,,
20081116:0456,0,0,9.93,4.94,0,,,,,,
20081116:0556,0,0,9.93,4.97,0,,,,,,
20081116:0656,0,-4.99,9.92,4.99,0,,,,,,
20081116:0756,43.04,3.03,9.97,4.83,0,,,,,,
20081116:0856,55.18,9.9,10.01,4.66,0,,,,,,
20081116:0956,45.89,15.2,10.06,4.5,0,,,,,,
20081116:1056,210.43,18.51,10.35,4.51,0,,,,,,
20081116:1156,65.8,19.5,10.64,4.52,0,,,,,,
20081116:1256,10.44,18.08,10.93,4.54,0,,,,,,
20081116:1356,7.57,14.39,10.83,4.2,0,,,,,,
20081116:1456,51.52,8.78,10.73,3.86,0,,,,,,
20081116:1556,28.79,1.67,10.62,3.52,0,,,,,,
20081116:1656,0,-6.52,10.03,3.3,0,,,,,,
20081116:1756,0,0,9.43,3.09,0,,,,,,
20081116:1856,0,0,8.83,2.87,0,,,,,,
20081116:1956,0,0,8.37,2.61,0,,,,,,
20081116:2056,0,0,7.9,2.34,0,,,,,,
20081116:2156,0,0,7.44,2.08,0,,,,,,
20081116:2256,0,0,7.2,1.84,0,,,,,,
20081116:2356,0,0,6.97,1.6,0,,,,,,
20081117:0056,0,0,6.74,1.35,0,,,,,,
20081117:0156,0,0,5.8,1.51,0,,,,,,
20081117:0256,0,0,4.86,1.67,0,,,,,,
20081117:0356,0,0,3.93,1.83,0,,,,,,
20081117:0456,0,0,3.9,1.84,0,,,,,,
20081117:0556,0,0,3.88,1.85,0,,,,,,
20081117:0656,0,-5.22,3.86,1.86,0,,,,,,
20081117:0756,23.79,2.79,4.26,2.57,0,,,,,,
20081117:0856,33.02,9.66,4.66,3.27,0,,,,,,
20081117:0956,38.8,14.95,5.06,3.97,0,,,,,,
20081117:1056,67.98,18.26,5.74,4.43,0,,,,,,
20081117:1156,47.25,19.26,6.43,4.89,0,,,,,,
20081117:1256,13.84,17.85,7.11,5.35,0,,,,,,
20081117:1356,34.67,14.17,7.51,5.22,0,,,,,,
20081117:1456,31.42,8.58,7.91,5.09,0,,,,,,
20081117:1556,21.37,1.49,8.31,4.97,0,,,,,,
20081117:1656,0,0,8.3,5.15,0,,,,,,
20081117:1756,0,0,8.3,5.34,0,,,,,,
20081117:1856,0,0,8.29,5.53,0,,,,,,
20081117:1956,0,0,8.25,5.65,0,,,,,,
20081117:2056,0,0,8.21,5.76,0,,,,,,
20081117:2156,0,0,8.17,5.88,0,,,,,,
20081117:2256,0,0,8.29,5.55,0,,,,,,
20081117:2356,0,0,8.42,5.22,0,,,,,,
20081118:0056,0,0,8.55,4.9,0,,,,,,
20081118:0156,0,0,8.52,4.5,0,,,,,,
20081118:0256,0,0,8.49,4.1,0,,,,,,
20081118:0356,0,0,8.46,3.7,0,,,,,,
20081118:0456,0,0,8.42,4.46,0,,,,,,
20081118:0556,0,0,8.38,5.22,0,,,,,,
20081118:0656,0,-5.45,8.34,5.99,0,,,,,,
20081118:0756,151.09,2.56,8.18,6.18,0,,,,,,
20081118:0856,165.03,9.42,8.03,6.37,0,,,,,,
20081118:0956,31.81,14.7,7.87,6.57,0,,,,,,
20081118:1056,64.73,18.01,7.98,6.5,0,,,,,,
20081118:1156,383.13,19.01,8.08,6.44,0,,,,,,
20081118:1256,212.3,17.62,8.19,6.37,0,,,,,,
20081118:1356,287.03,13.96,8.57,5.83,0,,,,,,
20081118:1456,148.06,8.39,8.95,5.28,0,,,,,,
20081118:1556,48.51,1.31,9.32,4.73,0,,,,,,
20081118:1656,0,0,8.55,4.41,0,,,,,,
20081118:1756,0,0,7.78,4.1,0,,,,,,
20081118:1856,0,0,7.01,3.78,0,,,,,,
20081118:1956,0,0,6.69,3.81,0,,,,,,
20081118:2056,0,0,6.38,3.84,0,,,,,,
20081118:2156,0,0,6.06,3.88,0,,,,,,
20081118:2256,0,0,6.23,3.8,0,,,,,,
20081118:2356,0,0,6.4,3.73,0,,,,,,
20081119:0056,0,0,6.57,3.66,0,,,,,,
20081119:0156,0,0,6.59,4.06,0,,,,,,
20081119:0256,0,0,6.6,4.46,0,,,,,,
20081119:0356,0,0,6.62,4.86,0,,,,,,
20081119:0456,0,0,6.87,5,0,,,,,,
20081119:0556,0,0,7.11,5.14,0,,,,,,
20081119:0656,0,-5.67,7.36,5.28,0,,,,,,
20081119:0756,203.68,2.33,7.37,5.39,0,,,,,,
20081119:0856,212.04,9.18,7.37,5.49,0,,,,,,
20081119:0956,232.04,14.46,7.38,5.6,0,,,,,,
20081119:1056,418.19,17.77,8.22,6.23,0,,,,,,
20081119:1156,388.86,18.78,9.06,6.87,0,,,,,,
20081119:1256,128.12,17.4,9.9,7.5,0,,,,,,
20081119:1356,62.08,13.76,10.08,6.51,0,,,,,,
20081119:1456,188.46,8.2,10.26,5.52,0,,,,,,
20081119:1556,54.43,1.15,10.44,4.52,0,,,,,,
20081119:1656,0,0,9.82,4.69,0,,,,,,
20081119:1756,0,0,9.2,4.86,0,,,,,,
20081119:1856,0,0,8.58,5.03,0,,,,,,
20081119:1956,0,0,8.32,5.44,0,,,,,,
20081119:2056,0,0,8.06,5.84,0,,,,,,
20081119:2156,0,0,7.81,6.25,0,,,,,,
20081119:2256,0,0,8.05,6.26,0,,,,,,
20081119:2356,0,0,8.29,6.27,0,,,,,,
20081120:0056,0,0,8.53,6.28,0,,,,,,
20081120:0156,0,0,9.06,6.56,0,,,,,,
20081120:0256,0,0,9.58,6.84,0,,,,,,
20081120:0356,0,0,10.11,7.12,0,,,,,,
20081120:0456,0,0,10.19,7.28,0,,,,,,
20081120:0556,0,0,10.26,7.44,0,,,,,,
20081120:0656,0,-5.89,10.34,7.6,0,,,,,,
20081120:0756,47,2.1,10.22,7.43,0,,,,,,
20081120:0856,84.87,8.94,10.11,7.26,0,,,,,,
20081120:0956,102.91,14.22,9.99,7.09,0,,,,,,
20081120:1056,166.27,17.53,10.12,7.14,0,,,,,,
20081120:1156,194.46,18.55,10.26,7.19,0,,,,,,
20081120:1256,47.68,17.18,10.39,7.24,0,,,,,,
20081120:1356,7.04,13.56,10.28,7.39,0,,,,,,
20081120:1456,78.29,8.02,10.17,7.54,0,,,,,,
20081120:1556,41.61,0.98,10.06,7.68,0,,,,,,
20081120:1656,0,0,9.65,7.5,0,,,,,,
20081120:1756,0,0,9.25,7.31,0,,,,,,
20081120:1856,0,0,8.84,7.13,0,,,,,,
20081120:1956,0,0,8.66,7.12,0,,,,,,
20081120:2056,0,0,8.48,7.1,0,,,,,,
20081120:2156,0,0,8.3,7.09,0,,,,,,
20081120:2256,0,0,8.51,7.37,0,,,,,,
20081120:2356,0,0,8.73,7.66,0,,,,,,
20081121:0056,0,0,8.95,7.94,0,,,,,,
20081121:0156,0,0,9.11,8.08,0,,,,,,
20081121:0256,0,0,9.27,8.22,0,,,,,,
20081121:0356,0,0,9.44,8.36,0,,,,,,
20081121:0456,0,0,8.98,8.92,0,,,,,,
20081121:0556,0,0,8.53,9.49,0,,,,,,
20081121:0656,0,-6.11,8.08,10.06,0,,,,,,
20081121:0756,63.9,1.88,7.56,10,0,,,,,,
20081121:0856,180.84,8.71,7.05,9.95,0,,,,,,
20081121:0956,158.52,13.99,6.53,9.9,0,,,,,,
20081121:1056,216.9,17.3,6.46,9.72,0,,,,,,
20081121:1156,396.55,18.32,6.38,9.54,0,,,,,,
20081121:1256,205.93,16.97,6.31,9.37,0,,,,,,
20081121:1356,68.05,13.37,6.51,8.75,0,,,,,,
20081121:1456,161.07,7.85,6.71,8.14,0,,,,,,
20081121:1556,56.28,0.83,6.91,7.53,0,,,,,,
20081121:1656,0,0,6.56,7.52,0,,,,,,
20081121:1756,0,0,6.22,7.5,0,,,,,,
20081121:1856,0,0,5.88,7.49,0,,,,,,
20081121:1956,0,0,5.41,7.67,0,,,,,,
20081121:2056,0,0,4.95,7.86,0,,,,,,
20081121:2156,0,0,4.48,8.04,0,,,,,,
20081121:2256,0,0,4.13,7.99,0,,,,,,
20081121:2356,0,0,3.79,7.93,0,,,,,,
20081122:0056,0,0,3.45,7.88,0,,,,,,
20081122:0156,0,0,3.38,7.26,0,,,,,,
20081122:0256,0,0,3.3,6.65,0,,,,,,
20081122:0356,0,0,3.23,6.04,0,,,,,,
20081122:0456,0,0,3.2,6.03,0,,,,,,
20081122:0556,0,0,3.18,6.02,0,,,,,,
20081122:0656,0,-6.33,3.16,6.01,0,,,,,,
20081122:0756,55.79,1.66,3.14,6.29,0,,,,,,
20081122:0856,305.44,8.49,3.13,6.57,0,,,,,,
20081122:0956,91.63,13.76,3.11,6.84,0,,,,,,
20081122:1056,289.6,17.07,3.31,7.33,0,,,,,,
20081122:1156,507.92,18.11,3.52,7.83,0,,,,,,
20081122:1256,461.36,16.76,3.72,8.32,0,,,,,,
20081122:1356,350.25,13.18,3.65,7.68,0,,,,,,
20081122:1456,262.44,7.68,3.58,7.04,0,,,,,,
20081122:1556,48.8,0.68,3.51,6.4,0,,,,,,
20081122:1656,0,0,2.67,5.86,0,,,,,,
20081122:1756,0,0,1.83,5.32,0,,,,,,
20081122:1856,0,0,0.99,4.79,0,,,,,,
20081122:1956,0,0,0.25,4.54,0,,,,,,
20081122:2056,0,0,-0.49,4.29,0,,,,,,
20081122:2156,0,0,-1.23,4.04,0,,,,,,
20081122:2256,0,0,-1.67,3.7,0,,,,,,
20081122:2356,0,0,-2.11,3.36,0,,,,,,
20081123:0056,0,0,-2.55,3.02,0,,,,,,
20081123:0156,0,0,-2.59,2.61,0,,,,,,
20081123:0256,0,0,-2.62,2.19,0,,,,,,
20081123:0356,0,0,-2.65,1.78,0,,,,,,
20081123:0456,0,0,-2.03,2.86,0,,,,,,
20081123:0556,0,0,-1.41,3.93,0,,,,,,
20081123:0656,0,-6.54,-0.79,5.01,0,,,,,,
20081123:0756,43.65,1.44,0.68,5.89,0,,,,,,
20081123:0856,126.92,8.27,2.15,6.78,0,,,,,,
20081123:0956,23.6,13.54,3.62,7.67,0,,,,,,
20081123:1056,53.66,16.85,4.4,8.22,0,,,,,,
20081123:1156,119.19,17.89,5.17,8.77,0,,,,,,
20081123:1256,390.21,16.57,5.95,9.32,0,,,,,,
20081123:1356,166.59,13,5.79,8.89,0,,,,,,
20081123:1456,111.81,7.52,5.63,8.45,0,,,,,,
20081123:1556,38.07,0.54,5.47,8.01,0,,,,,,
20081123:1656,0,0,4.94,8.01,0,,,,,,
20081123:1756,0,0,4.41,8,0,,,,,,
20081123:1856,0,0,3.87,8,0,,,,,,
20081123:1956,0,0,3.73,8.08,0,,,,,,
20081123:2056,0,0,3.58,8.16,0,,,,,,
20081123:2156,0,0,3.44,8.23,0,,,,,,
20081123:2256,0,0,3.49,7.92,0,,,,,,
20081123:2356,0,0,3.55,7.6,0,,,,,,
20081124:0056,0,0,3.61,7.28,0,,,,,,
20081124:0156,0,0,3.22,6.47,0,,,,,,
20081124:0256,0,0,2.84,5.66,0,,,,,,
20081124:0356,0,0,2.46,4.86,0,,,,,,
20081124:0456,0,0,2.14,4.63,0,,,,,,
20081124:0556,0,0,1.82,4.4,0,,,,,,
20081124:0656,0,0,1.5,4.17,0,,,,,,
20081124:0756,44.77,1.23,2.02,5.25,0,,,,,,
20081124:0856,160.96,8.05,2.54,6.33,0,,,,,,
20081124:0956,81.89,13.32,3.06,7.41,0,,,,,,
20081124:1056,202.12,16.63,3.68,8.28,0,,,,,,
20081124:1156,500.29,17.69,4.29,9.14,0,,,,,,
20081124:1256,9.47,16.38,4.91,10.01,0,,,,,,
20081124:1356,130.29,12.83,4.92,9.03,0,,,,,,
20081124:1456,139.42,7.37,4.93,8.05,0,,,,,,
20081124:1556,38.85,0.4,4.93,7.06,0,,,,,,
20081124:1656,0,0,4.26,6.77,0,,,,,,
20081124:1756,0,0,3.59,6.47,0,,,,,,
20081124:1856,0,0,2.91,6.18,0,,,,,,
20081124:1956,0,0,2.64,6.64,0,,,,,,
