"Latitude (decimal degrees):	51.790",,,,,,,,Date (ignore the year),Averaged G_i (W/m^2)
20150117:1656,0,0,3.35,4,0,,,20150118:0056,0
20150117:1756,0,0,2.69,3.73,0,,,20150118:0156,0
20150117:1856,0,0,2.02,3.46,0,,,20150118:0256,0
20150117:1956,0,0,1.73,3.21,0,,,20150118:0356,0
20150117:2056,0,0,1.45,2.97,0,,,20150118:0456,0
20150117:2156,0,0,1.17,2.72,0,,,20150118:0556,0
20150117:2256,0,0,1.22,2.53,0,,,20150118:0656,0
20150117:2356,0,0,1.27,2.34,0,,,20150118:0756,0
20150118:0056,0,0,1.32,2.15,0,,,20150118:0856,191.47
20150118:0156,0,0,1.39,2,0,,,20150118:0956,334.79
20150118:0256,0,0,1.46,1.85,0,,,20150118:1056,204.12
20150118:0356,0,0,1.52,1.7,0,,,20150118:1156,355.71
20150118:0456,0,0,1.28,1.6,0,,,20150118:1256,126.455
20150118:0556,0,0,1.04,1.5,0,,,20150118:1356,300.205
20150118:0656,0,0,0.8,1.41,0,,,20150118:1456,220.965
20150118:0756,0,0,0.37,1.85,0,,,20150118:1556,53.17
20150118:0856,260.6,5.57,-0.06,2.29,0,,,20150118:1656,0
20150118:0956,446.16,11.48,-0.49,2.73,0,,,20150118:1756,0
20150118:1056,328.09,15.59,0.27,3,0,,,20150118:1856,0
20150118:1156,665.58,17.53,1.02,3.26,0,,,20150118:1956,0
20150118:1256,174.66,17.12,1.78,3.53,0,,,20150118:2056,0
20150118:1356,532.69,14.4,2.02,3.46,0,,,20150118:2156,0
20150118:1456,347.06,9.63,2.27,3.38,0,,,20150118:2256,0
20150118:1556,90.82,3.19,2.51,3.31,0,,,20150118:2356,0
20150118:1656,0,0,1.44,3.01,0,,,20150119:0056,0
20150118:1756,0,0,0.36,2.7,0,,,20150119:0156,0
20150118:1856,0,0,-0.71,2.4,0,,,20150119:0256,0
20150118:1956,0,0,-1.03,2.49,0,,,20150119:0356,0
20150118:2056,0,0,-1.35,2.57,0,,,20150119:0456,0
20150118:2156,0,0,-1.66,2.66,0,,,20150119:0556,0
20150118:2256,0,0,-1.78,2.72,0,,,20150119:0656,0
20150118:2356,0,0,-1.9,2.78,0,,,20150119:0756,0
20150119:0056,0,0,-2.02,2.84,0,,,20150119:0856,207.425
20150119:0156,0,0,-2.13,3.06,0,,,20150119:0956,447.365
20150119:0256,0,0,-2.25,3.28,0,,,20150119:1056,596.725
20150119:0356,0,0,-2.37,3.5,0,,,20150119:1156,660.685
20150119:0456,0,0,-2.57,3.26,0,,,20150119:1256,636.785
20150119:0556,0,0,-2.77,3.03,0,,,20150119:1356,528.365
20150119:0656,0,0,-2.97,2.79,0,,,20150119:1456,344.76
20150119:0756,0,0,-2.9,2.59,0,,,20150119:1556,92.265
20150119:0856,211.15,5.72,-2.83,2.39,0,,,20150119:1656,0
20150119:0956,451.87,11.65,-2.76,2.19,0,,,20150119:1756,0
20150119:1056,600.85,15.77,-1.53,2.19,0,,,20150119:1856,0
20150119:1156,664.94,17.73,-0.31,2.19,0,,,20150119:1956,0
20150119:1256,641.02,17.33,0.92,2.19,0,,,20150119:2056,0
20150119:1356,533.37,14.62,1.31,2.3,0,,,20150119:2156,0
20150119:1456,349.21,9.85,1.71,2.4,0,,,20150119:2256,0
20150119:1556,95.47,3.41,2.1,2.51,0,,,20150119:2356,0
20150119:1656,0,0,0.92,2.32,0,,,20150120:0056,0
20150119:1756,0,0,-0.25,2.13,0,,,20150120:0156,0
20150119:1856,0,0,-1.43,1.94,0,,,20150120:0256,0
20150119:1956,0,0,-2.04,1.85,0,,,20150120:0356,0
20150119:2056,0,0,-2.64,1.76,0,,,20150120:0456,0
20150119:2156,0,0,-3.24,1.67,0,,,20150120:0556,0
20150119:2256,0,0,-3.33,1.79,0,,,20150120:0656,0
20150119:2356,0,0,-3.41,1.92,0,,,20150120:0756,0
20150120:0056,0,0,-3.49,2.04,0,,,20150120:0856,217.79
20150120:0156,0,0,-3.51,2.18,0,,,20150120:0956,353.37
20150120:0256,0,0,-3.53,2.33,0,,,20150120:1056,460.66
20150120:0356,0,0,-3.56,2.47,0,,,20150120:1156,431.28
20150120:0456,0,0,-3.59,2.44,0,,,20150120:1256,596.43
20150120:0556,0,0,-3.61,2.41,0,,,20150120:1356,373.84
20150120:0656,0,0,-3.64,2.39,0,,,20150120:1456,222.72
20150120:0756,0,0,-3.27,2.12,0,,,20150120:1556,58.99
20150120:0856,220.12,5.87,-2.9,1.86,0,,,20150120:1656,0
20150120:0956,257.44,11.82,-2.53,1.6,0,,,20150120:1756,0
20150120:1056,328.77,15.96,-1.06,2,0,,,20150120:1856,0
20150120:1156,206.1,17.94,0.41,2.39,0,,,20150120:1956,0
20150120:1256,559.61,17.55,1.88,2.79,0,,,20150120:2056,0
20150120:1356,217.85,14.85,1.91,3.02,0,,,20150120:2156,0
20150120:1456,98.21,10.07,1.94,3.26,0,,,20150120:2256,0
20150120:1556,21.52,3.63,1.97,3.49,0,,,20150120:2356,0
20150120:1656,0,0,1.54,3.66,0,,,20150121:0056,0
20150120:1756,0,0,1.12,3.84,0,,,20150121:0156,0
20150120:1856,0,0,0.69,4.01,0,,,20150121:0256,0
20150120:1956,0,0,0.81,4.69,0,,,20150121:0356,0
20150120:2056,0,0,0.93,5.37,0,,,20150121:0456,0
20150120:2156,0,0,1.05,6.04,0,,,20150121:0556,0
20150120:2256,0,0,1.33,6.16,0,,,20150121:0656,0
20150120:2356,0,0,1.62,6.27,0,,,20150121:0756,0
20150121:0056,0,0,1.91,6.39,0,,,20150121:0856,168.385
20150121:0156,0,0,1.78,5.91,0,,,20150121:0956,22.835
20150121:0256,0,0,1.65,5.43,0,,,20150121:1056,115.4
20150121:0356,0,0,1.52,4.95,0,,,20150121:1156,90.045
20150121:0456,0,0,1.54,4.63,0,,,20150121:1256,293.675
20150121:0556,0,0,1.57,4.32,0,,,20150121:1356,116.77
20150121:0656,0,0,1.59,4,0,,,20150121:1456,77.04
20150121:0756,0,0,1.57,3.94,0,,,20150121:1556,66.28
20150121:0856,138.29,6.03,1.54,3.89,0,,,20150121:1656,0
20150121:0956,19.06,12,1.52,3.83,0,,,20150121:1756,0
20150121:1056,40.07,16.16,2.13,4.13,0,,,20150121:1856,0
20150121:1156,59.49,18.16,2.74,4.43,0,,,20150121:1956,0
20150121:1256,72.22,17.78,3.35,4.73,0,,,20150121:2056,0
20150121:1356,88.96,15.08,3.25,4.2,0,,,20150121:2156,0
20150121:1456,102.37,10.3,3.16,3.67,0,,,20150121:2256,0
20150121:1556,46.53,3.85,3.06,3.14,0,,,20150121:2356,0
20150121:1656,0,0,2.83,3.01,0,,,20150122:0056,0
20150121:1756,0,0,2.59,2.88,0,,,20150122:0156,0
20150121:1856,0,0,2.36,2.74,0,,,20150122:0256,0
20150121:1956,0,0,2.2,2.63,0,,,20150122:0356,0
20150121:2056,0,0,2.04,2.52,0,,,20150122:0456,0
20150121:2156,0,0,1.88,2.41,0,,,20150122:0556,0
20150121:2256,0,0,1.83,2.23,0,,,20150122:0656,0
20150121:2356,0,0,1.79,2.06,0,,,20150122:0756,0
20150122:0056,0,0,1.75,1.88,0,,,20150122:0856,123.225
20150122:0156,0,0,1.46,1.83,0,,,20150122:0956,42.645
20150122:0256,0,0,1.17,1.77,0,,,20150122:1056,91.455
20150122:0356,0,0,0.87,1.72,0,,,20150122:1156,88.665
20150122:0456,0,0,0.66,1.77,0,,,20150122:1256,152.225
20150122:0556,0,0,0.44,1.82,0,,,20150122:1356,199.805
20150122:0656,0,0,0.23,1.86,0,,,20150122:1456,263.04
20150122:0756,0,0,0.15,1.9,0,,,20150122:1556,111.2
20150122:0856,226.61,6.2,0.06,1.94,0,,,20150122:1656,0
20150122:0956,79.47,12.19,-0.02,1.99,0,,,20150122:1756,0
20150122:1056,155.85,16.37,0.65,2.02,0,,,20150122:1856,0
20150122:1156,162.91,18.38,1.33,2.05,0,,,20150122:1956,0
20150122:1256,257.97,18.01,2,2.08,0,,,20150122:2056,0
20150122:1356,294.74,15.31,2.12,2.05,0,,,20150122:2156,0
20150122:1456,173.29,10.54,2.24,2.01,0,,,20150122:2256,0
20150122:1556,116.02,4.08,2.35,1.97,0,,,20150122:2356,0
20150122:1656,0,0,1.43,1.95,0,,,20150123:0056,0
20150122:1756,0,0,0.51,1.93,0,,,20150123:0156,0
20150122:1856,0,0,-0.41,1.9,0,,,20150123:0256,0
20150122:1956,0,0,-0.91,1.95,0,,,20150123:0356,0
20150122:2056,0,0,-1.4,2,0,,,20150123:0456,0
20150122:2156,0,0,-1.89,2.06,0,,,20150123:0556,0
20150122:2256,0,0,-1.99,1.84,0,,,20150123:0656,0
20150122:2356,0,0,-2.09,1.62,0,,,20150123:0756,0
20150123:0056,0,0,-2.19,1.41,0,,,20150123:0856,151.46
20150123:0156,0,0,-3.08,1.49,0,,,20150123:0956,406.12
20150123:0256,0,0,-3.98,1.58,0,,,20150123:1056,487.335
20150123:0356,0,0,-4.88,1.67,0,,,20150123:1156,391.175
20150123:0456,0,0,-5.08,1.96,0,,,20150123:1256,426.83
20150123:0556,0,0,-5.29,2.25,0,,,20150123:1356,292.82
20150123:0656,0,0,-5.49,2.54,0,,,20150123:1456,163.54
20150123:0756,0,0,-4.86,2.52,0,,,20150123:1556,121.16
20150123:0856,236.57,6.37,-4.24,2.51,0,,,20150123:1656,0
20150123:0956,469.25,12.38,-3.61,2.5,0,,,20150123:1756,0
20150123:1056,615.94,16.58,-1.59,2.98,0,,,20150123:1856,0
20150123:1156,680.95,18.6,0.44,3.46,0,,,20150123:1956,0
20150123:1256,658.62,18.25,2.46,3.94,0,,,20150123:2056,0
20150123:1356,451.69,15.55,2.81,4.25,0,,,20150123:2156,0
20150123:1456,283.55,10.77,3.16,4.56,0,,,20150123:2256,0
20150123:1556,58.45,4.31,3.51,4.87,0,,,20150123:2356,0
20150123:1656,0,0,3.33,4.91,0,,,20150124:0056,0
20150123:1756,0,0,3.15,4.96,0,,,20150124:0156,0
20150123:1856,0,0,2.97,5.01,0,,,20150124:0256,0
20150123:1956,0,0,3.46,5.42,0,,,20150124:0356,0
20150123:2056,0,0,3.95,5.83,0,,,20150124:0456,0
20150123:2156,0,0,4.44,6.23,0,,,20150124:0556,0
20150123:2256,0,0,5.02,6.14,0,,,20150124:0656,0
20150123:2356,0,0,5.61,6.04,0,,,20150124:0756,0
20150124:0056,0,0,6.19,5.94,0,,,20150124:0856,140.035
20150124:0156,0,0,5.42,5.49,0,,,20150124:0956,256.53
20150124:0256,0,0,4.64,5.04,0,,,20150124:1056,328.92
20150124:0356,0,0,3.86,4.59,0,,,20150124:1156,420.17
20150124:0456,0,0,3.05,4.87,0,,,20150124:1256,382.56
20150124:0556,0,0,2.23,5.14,0,,,20150124:1356,320.665
20150124:0656,0,0,1.42,5.42,0,,,20150124:1456,185.32
20150124:0756,0,0,1.25,5.36,0,,,20150124:1556,77.315
20150124:0856,243.9,6.55,1.09,5.29,0,,,20150124:1656,0
20150124:0956,476.45,12.58,0.92,5.23,0,,,20150124:1756,0
20150124:1056,623.78,16.8,2.08,5.19,0,,,20150124:1856,0
20150124:1156,689.14,18.84,3.24,5.14,0,,,20150124:1956,0
20150124:1256,667.1,18.49,4.4,5.1,0,,,20150124:2056,0
20150124:1356,551.88,15.8,4.65,4.94,0,,,20150124:2156,0
20150124:1456,296.59,11.02,4.9,4.77,0,,,20150124:2256,0
20150124:1556,126.11,4.55,5.14,4.61,0,,,20150124:2356,0
20150124:1656,0,0,4.07,4.07,0,,,20150125:0056,0
20150124:1756,0,0,3,3.54,0,,,20150125:0156,0
20150124:1856,0,0,1.93,3.01,0,,,20150125:0256,0
20150124:1956,0,0,1.52,2.95,0,,,20150125:0356,0
20150124:2056,0,0,1.12,2.9,0,,,20150125:0456,0
20150124:2156,0,0,0.72,2.84,0,,,20150125:0556,0
20150124:2256,0,0,0.46,2.73,0,,,20150125:0656,0
20150124:2356,0,0,0.21,2.62,0,,,20150125:0756,0
20150125:0056,0,0,-0.04,2.51,0,,,20150125:0856,116.635
20150125:0156,0,0,-0.26,2.44,0,,,20150125:0956,97.86
20150125:0256,0,0,-0.49,2.36,0,,,20150125:1056,248.095
20150125:0356,0,0,-0.72,2.29,0,,,20150125:1156,257.615
20150125:0456,0,0,-0.61,2.22,0,,,20150125:1256,137.335
20150125:0556,0,0,-0.51,2.15,0,,,20150125:1356,69.945
20150125:0656,0,0,-0.4,2.08,0,,,20150125:1456,208.43
20150125:0756,0,0,-0.05,2.45,0,,,20150125:1556,61.165
20150125:0856,222.63,6.73,0.29,2.81,0,,,20150125:1656,0
20150125:0956,127.32,12.78,0.64,3.17,0,,,20150125:1756,0
20150125:1056,158.52,17.02,2.41,3.83,0,,,20150125:1856,0
20150125:1156,332.1,19.08,4.17,4.5,0,,,20150125:1956,0
20150125:1256,187.65,18.74,5.94,5.16,0,,,20150125:2056,0
20150125:1356,77.22,16.05,6.21,5.24,0,,,20150125:2156,0
20150125:1456,358.14,11.26,6.48,5.32,0,,,20150125:2256,0
20150125:1556,120.15,4.79,6.74,5.41,0,,,20150125:2356,0
20150125:1656,0,0,6.6,5.2,0,,,20150126:0056,0
20150125:1756,0,0,6.46,4.99,0,,,20150126:0156,0
20150125:1856,0,0,6.32,4.79,0,,,20150126:0256,0
20150125:1956,0,0,6.49,4.89,0,,,20150126:0356,0
20150125:2056,0,0,6.66,4.99,0,,,20150126:0456,0
20150125:2156,0,0,6.84,5.09,0,,,20150126:0556,0
20150125:2256,0,0,7.11,5.34,0,,,20150126:0656,0
20150125:2356,0,0,7.38,5.59,0,,,20150126:0756,0
20150126:0056,0,0,7.65,5.83,0,,,20150126:0856,132.195
20150126:0156,0,0,7.69,5.94,0,,,20150126:0956,86.695
20150126:0256,0,0,7.73,6.06,0,,,20150126:1056,80.4
20150126:0356,0,0,7.76,6.17,0,,,20150126:1156,73.515
20150126:0456,0,0,7.7,6.07,0,,,20150126:1256,107.94
20150126:0556,0,0,7.64,5.98,0,,,20150126:1356,39.995
20150126:0656,0,0,7.58,5.89,0,,,20150126:1456,72.19
20150126:0756,0,0,7.34,5.66,0,,,20150126:1556,55.405
20150126:0856,245.06,6.93,7.1,5.44,0,,,20150126:1656,0
20150126:0956,117.17,12.99,6.86,5.21,0,,,20150126:1756,0
20150126:1056,129.46,17.25,6.51,5.07,0,,,20150126:1856,0
20150126:1156,134.43,19.32,6.16,4.92,0,,,20150126:1956,0
20150126:1256,182.41,19,5.81,4.77,0,,,20150126:2056,0
20150126:1356,71.3,16.3,5.92,4.9,0,,,20150126:2156,0
20150126:1456,106.45,11.52,6.04,5.02,0,,,20150126:2256,0
20150126:1556,73.38,5.03,6.15,5.14,0,,,20150126:2356,0
20150126:1656,0,0,5.37,4.8,0,,,20150127:0056,0
20150126:1756,0,0,4.58,4.46,0,,,20150127:0156,0
20150126:1856,0,0,3.8,4.12,0,,,20150127:0256,0
20150126:1956,0,0,3.28,4.11,0,,,20150127:0356,0
20150126:2056,0,0,2.76,4.1,0,,,20150127:0456,0
20150126:2156,0,0,2.25,4.08,0,,,20150127:0556,0
20150126:2256,0,0,2,3.95,0,,,20150127:0656,0
20150126:2356,0,0,1.76,3.82,0,,,20150127:0756,0
20150127:0056,0,0,1.51,3.68,0,,,20150127:0856,229.4
20150127:0156,0,0,1.88,3.57,0,,,20150127:0956,65.755
20150127:0256,0,0,2.25,3.46,0,,,20150127:1056,126.68
20150127:0356,0,0,2.62,3.35,0,,,20150127:1156,33.2
20150127:0456,0,0,2.91,3.5,0,,,20150127:1256,128.77
20150127:0556,0,0,3.19,3.65,0,,,20150127:1356,55.26
20150127:0656,0,0,3.48,3.79,0,,,20150127:1456,85.02
20150127:0756,0,0,3.48,3.67,0,,,20150127:1556,134.505
20150127:0856,234.28,7.12,3.49,3.55,0,,,20150127:1656,0
20150127:0956,124.96,13.21,3.49,3.43,0,,,20150127:1756,0
20150127:1056,88.27,17.49,4.51,3.98,0,,,20150127:1856,0
20150127:1156,55.08,19.58,5.53,4.52,0,,,20150127:1956,0
20150127:1256,222.57,19.26,6.55,5.06,0,,,20150127:2056,0
20150127:1356,66.04,16.56,6.64,4.74,0,,,20150127:2156,0
20150127:1456,114.92,11.77,6.73,4.42,0,,,20150127:2256,0
20150127:1556,184.56,5.28,6.81,4.1,0,,,20150127:2356,0
20150127:1656,0,0,6.22,3.69,0,,,20150128:0056,0
20150127:1756,0,0,5.63,3.28,0,,,20150128:0156,0
20150127:1856,0,0,5.04,2.87,0,,,20150128:0256,0
20150127:1956,0,0,4.9,3.09,0,,,20150128:0356,0
20150127:2056,0,0,4.76,3.31,0,,,20150128:0456,0
20150127:2156,0,0,4.62,3.53,0,,,20150128:0556,0
20150127:2256,0,0,4.69,4.29,0,,,20150128:0656,0
20150127:2356,0,0,4.77,5.04,0,,,20150128:0756,0
20150128:0056,0,0,4.84,5.79,0,,,20150128:0856,78.19
20150128:0156,0,0,4.99,6.13,0,,,20150128:0956,297.51
20150128:0256,0,0,5.14,6.47,0,,,20150128:1056,409.375
20150128:0356,0,0,5.29,6.81,0,,,20150128:1156,572.885
20150128:0456,0,0,5.81,6.95,0,,,20150128:1256,422.875
20150128:0556,0,0,6.32,7.09,0,,,20150128:1356,573.935
20150128:0656,0,0,6.84,7.23,0,,,20150128:1456,208.84
20150128:0756,0,0,7.13,8.19,0,,,20150128:1556,89.195
20150128:0856,52.84,7.33,7.42,9.15,0,,,20150128:1656,0
20150128:0956,110.81,13.43,7.71,10.11,0,,,20150128:1756,0
20150128:1056,195.2,17.73,6.67,9.96,0,,,20150128:1856,0
20150128:1156,457.01,19.83,5.62,9.82,0,,,20150128:1956,0
20150128:1256,177.61,19.52,4.58,9.67,0,,,20150128:2056,0
20150128:1356,592.05,16.83,4.26,9.24,0,,,20150128:2156,0
20150128:1456,411.81,12.03,3.94,8.81,0,,,20150128:2256,0
20150128:1556,166.25,5.53,3.62,8.39,0,,,20150128:2356,0
20150128:1656,0,0,2.98,7.79,0,,,20150129:0056,0
20150128:1756,0,0,2.35,7.19,0,,,20150129:0156,0
20150128:1856,0,0,1.71,6.59,0,,,20150129:0256,0
20150128:1956,0,0,1.52,6.64,0,,,20150129:0356,0
20150128:2056,0,0,1.34,6.69,0,,,20150129:0456,0
20150128:2156,0,0,1.16,6.74,0,,,20150129:0556,0
20150128:2256,0,0,1.12,6.91,0,,,20150129:0656,0
20150128:2356,0,0,1.09,7.08,0,,,20150129:0756,0
20150129:0056,0,0,1.05,7.24,0,,,20150129:0856,153.735
20150129:0156,0,0,1.13,7.18,0,,,20150129:0956,317.51
20150129:0256,0,0,1.21,7.12,0,,,20150129:1056,436.565
20150129:0356,0,0,1.29,7.06,0,,,20150129:1156,298.27
20150129:0456,0,0,1.21,6.91,0,,,20150129:1256,94.08
20150129:0556,0,0,1.13,6.76,0,,,20150129:1356,41.685
20150129:0656,0,0,1.05,6.61,0,,,20150129:1456,41.205
20150129:0756,0,0,1.05,6.47,0,,,20150129:1556,19.085
20150129:0856,268.76,7.54,1.05,6.34,0,,,20150129:1656,0
20150129:0956,496.71,13.66,1.05,6.21,0,,,20150129:1756,0
20150129:1056,569.83,17.98,1.38,6.27,0,,,20150129:1856,0
20150129:1156,478.42,20.1,1.7,6.34,0,,,20150129:1956,0
20150129:1256,112.16,19.79,2.03,6.4,0,,,20150129:2056,0
20150129:1356,42.48,17.1,1.76,6.31,0,,,20150129:2156,0
20150129:1456,25.51,12.29,1.49,6.22,0,,,20150129:2256,0
20150129:1556,28.26,5.79,1.22,6.12,0,,,20150129:2356,0
20150129:1656,0,0,0.75,6.09,0,,,20150130:0056,0
20150129:1756,0,0,0.28,6.06,0,,,20150130:0156,0
20150129:1856,0,0,-0.19,6.03,0,,,20150130:0256,0
20150129:1956,0,0,-0.33,6.1,0,,,20150130:0356,0
20150129:2056,0,0,-0.46,6.17,0,,,20150130:0456,0
20150129:2156,0,0,-0.59,6.25,0,,,20150130:0556,0
20150129:2256,0,0,-0.49,6.1,0,,,20150130:0656,0
20150129:2356,0,0,-0.39,5.95,0,,,20150130:0756,0
20150130:0056,0,0,-0.29,5.81,0,,,20150130:0856,152.405
20150130:0156,0,0,-0.02,5.55,0,,,20150130:0956,187.615
20150130:0256,0,0,0.24,5.29,0,,,20150130:1056,610.435
20150130:0356,0,0,0.5,5.03,0,,,20150130:1156,423.005
20150130:0456,0,0,0.53,5.03,0,,,20150130:1256,467.145
20150130:0556,0,0,0.55,5.02,0,,,20150130:1356,332.865
20150130:0656,0,0,0.58,5.01,0,,,20150130:1456,374.82
20150130:0756,0,0,0.45,5.23,0,,,20150130:1556,178.86
20150130:0856,280.71,7.75,0.31,5.45,0,,,20150130:1656,0
20150130:0956,273.98,13.9,0.18,5.67,0,,,20150130:1756,0
20150130:1056,640.92,18.23,1.26,5.35,0,,,20150130:1856,0
20150130:1156,129.74,20.36,2.33,5.03,0,,,20150130:1956,0
20150130:1256,238.64,20.07,3.41,4.7,0,,,20150130:2056,0
20150130:1356,144.85,17.37,3.6,4.75,0,,,20150130:2156,0
20150130:1456,334.74,12.56,3.79,4.8,0,,,20150130:2256,0
20150130:1556,178.89,6.04,3.98,4.86,0,,,20150130:2356,0
20150130:1656,0,0,3.15,4.29,0,,,20150131:0056,0
20150130:1756,0,0,2.33,3.71,0,,,20150131:0156,0
20150130:1856,0,0,1.5,3.14,0,,,20150131:0256,0
20150130:1956,0,0,1,3.31,0,,,20150131:0356,0
20150130:2056,0,0,0.51,3.48,0,,,20150131:0456,0
20150130:2156,0,0,0.02,3.64,0,,,20150131:0556,0
20150130:2256,0,0,-0.11,3.67,0,,,20150131:0656,0
20150130:2356,0,0,-0.23,3.71,0,,,20150131:0756,0
20150131:0056,0,0,-0.36,3.74,0,,,20150131:0856,53.835
20150131:0156,0,0,-0.37,4.16,0,,,20150131:0956,35.475
20150131:0256,0,0,-0.38,4.57,0,,,20150131:1056,58.67
20150131:0356,0,0,-0.4,4.99,0,,,20150131:1156,184.165
20150131:0456,0,0,-0.51,5.05,0,,,20150131:1256,121.22
20150131:0556,0,0,-0.62,5.1,0,,,20150131:1356,61.115
20150131:0656,0,0,-0.73,5.16,0,,,20150131:1456,59.375
20150131:0756,0,0,-0.49,5.15,0,,,20150131:1556,112.175
20150131:0856,76.13,7.98,-0.26,5.14,0,,,20150131:1656,0
20150131:0956,27.38,14.14,-0.02,5.13,0,,,20150131:1756,0
20150131:1056,62.26,18.49,0.98,6,0,,,20150131:1856,0
20150131:1156,212.91,20.64,1.99,6.88,0,,,20150131:1956,0
20150131:1256,110.26,20.35,2.99,7.75,0,,,20150131:2056,0
20150131:1356,91.21,17.65,2.91,7.9,0,,,20150131:2156,0
20150131:1456,112.52,12.83,2.83,8.06,0,,,20150131:2256,0
20150131:1556,209.57,6.3,2.75,8.21,0,,,20150131:2356,0
20150131:1656,0,0,2.17,7.84,0,,,20150201:0056,0
20150131:1756,0,0,1.59,7.48,0,,,20150201:0156,0
20150131:1856,0,0,1.01,7.12,0,,,20150201:0256,0
20150131:1956,0,0,0.54,7.03,0,,,20150201:0356,0
20150131:2056,0,0,0.08,6.95,0,,,20150201:0456,0
20150131:2156,0,0,-0.38,6.87,0,,,20150201:0556,0
20150131:2256,0,0,-0.38,6.88,0,,,20150201:0656,0
20150131:2356,0,0,-0.38,6.9,0,,,20150201:0756,1.12
20150201:0056,0,0,-0.38,6.91,0,,,20150201:0856,182.84
20150201:0156,0,0,-0.3,7.27,0,,,20150201:0956,281.195
20150201:0256,0,0,-0.22,7.63,0,,,20150201:1056,348.05
20150201:0356,0,0,-0.14,7.99,0,,,20150201:1156,252.97
20150201:0456,0,0,0.13,8.16,0,,,20150201:1256,132.045
20150201:0556,0,0,0.4,8.34,0,,,20150201:1356,147.445
20150201:0656,0,0,0.66,8.51,0,,,20150201:1456,143.96
20150201:0756,1.99,0.66,0.78,8.51,0,,,20150201:1556,41
20150201:0856,267.91,8.2,0.9,8.5,0,,,20150201:1656,0
20150201:0956,430.4,14.39,1.01,8.5,0,,,20150201:1756,0
20150201:1056,603.15,18.76,1.58,8.2,0,,,20150201:1856,0
20150201:1156,361.47,20.92,2.15,7.91,0,,,20150201:1956,0
20150201:1256,169.07,20.63,2.72,7.61,0,,,20150201:2056,0
20150201:1356,112,17.93,2.53,7.33,0,,,20150201:2156,0
20150201:1456,218.78,13.11,2.35,7.05,0,,,20150201:2256,0
20150201:1556,36.17,6.57,2.16,6.77,0,,,20150201:2356,0
20150201:1656,0,0,1.09,5.96,0,,,20150202:0056,0
20150201:1756,0,0,0.03,5.15,0,,,20150202:0156,0
20150201:1856,0,0,-1.04,4.34,0,,,20150202:0256,0
20150201:1956,0,0,-1.73,4.12,0,,,20150202:0356,0
20150201:2056,0,0,-2.42,3.9,0,,,20150202:0456,0
20150201:2156,0,0,-3.11,3.68,0,,,20150202:0556,0
20150201:2256,0,0,-3.45,3.4,0,,,20150202:0656,0
20150201:2356,0,0,-3.79,3.11,0,,,20150202:0756,2.05
20150202:0056,0,0,-4.12,2.83,0,,,20150202:0856,124.135
20150202:0156,0,0,-4.34,2.79,0,,,20150202:0956,261.49
20150202:0256,0,0,-4.56,2.75,0,,,20150202:1056,439.885
20150202:0356,0,0,-4.78,2.72,0,,,20150202:1156,451.48
20150202:0456,0,0,-4.89,2.67,0,,,20150202:1256,436.4
20150202:0556,0,0,-5.01,2.62,0,,,20150202:1356,219.735
20150202:0656,0,0,-5.13,2.57,0,,,20150202:1456,130.425
20150202:0756,0.97,0.87,-4.58,2.79,0,,,20150202:1556,132.155
20150202:0856,134.08,8.44,-4.03,3.01,0,,,20150202:1656,0
20150202:0956,103.05,14.64,-3.49,3.23,0,,,20150202:1756,0
20150202:1056,211.63,19.03,-2.19,3.52,0,,,20150202:1856,0
20150202:1156,168.91,21.2,-0.88,3.82,0,,,20150202:1956,0
20150202:1256,158.97,20.92,0.42,4.11,0,,,20150202:2056,0
20150202:1356,141.27,18.22,0.7,3.93,0,,,20150202:2156,0
20150202:1456,124.76,13.38,0.99,3.74,0,,,20150202:2256,0
20150202:1556,62,6.83,1.28,3.56,0,,,20150202:2356,0
20150202:1656,0,0,0.5,3.12,0,,,20150203:0056,0
20150202:1756,0,0,-0.29,2.68,0,,,20150203:0156,0
20150202:1856,0,0,-1.07,2.23,0,,,20150203:0256,0
20150202:1956,0,0,-1.5,2.32,0,,,20150203:0356,0
20150202:2056,0,0,-1.92,2.41,0,,,20150203:0456,0
20150202:2156,0,0,-2.35,2.5,0,,,20150203:0556,0
20150202:2256,0,0,-2.55,2.72,0,,,20150203:0656,0
20150202:2356,0,0,-2.76,2.94,0,,,20150203:0756,4.34
20150203:0056,0,0,-2.96,3.16,0,,,20150203:0856,268.935
20150203:0156,0,0,-2.85,3.33,0,,,20150203:0956,182.33
20150203:0256,0,0,-2.74,3.5,0,,,20150203:1056,211.295
20150203:0356,0,0,-2.63,3.67,0,,,20150203:1156,162.79
20150203:0456,0,0,-2.57,3.63,0,,,20150203:1256,153.695
20150203:0556,0,0,-2.51,3.6,0,,,20150203:1356,480.915
20150203:0656,0,0,-2.46,3.56,0,,,20150203:1456,209.57
20150203:0756,4.7,1.09,-2.15,3.61,0,,,20150203:1556,209.86
20150203:0856,239.3,8.68,-1.84,3.67,0,,,20150203:1656,0
20150203:0956,159.96,14.9,-1.54,3.72,0,,,20150203:1756,0
20150203:1056,133.38,19.31,-0.24,4.17,0,,,20150203:1856,0
20150203:1156,191.68,21.49,1.05,4.61,0,,,20150203:1956,0
20150203:1256,173.48,21.21,2.35,5.05,0,,,20150203:2056,0
20150203:1356,434.07,18.51,2.45,5.18,0,,,20150203:2156,0
20150203:1456,331.75,13.66,2.56,5.31,0,,,20150203:2256,0
